school,test_type,chart_id,chart_title,series,category,value
Oakton Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,10-19,17.0
Oakton Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,20-29,3.0
Oakton Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,30-39,14.0
Oakton Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,40-49,11.0
Oakton Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,50-59,12.0
Oakton Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,60-69,11.0
Oakton Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,70-79,10.0
Oakton Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,80-89,10.0
Oakton Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,90-99,9.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,0-9,1.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,10-19,7.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,20-29,5.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,30-39,6.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,40-49,4.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,50-59,1.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,60-69,3.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,70-79,2.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,80-89,2.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-2,"STAR Reading Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,90-99,2.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,0-9,3.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,10-19,5.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,20-29,1.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,30-39,3.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,40-49,1.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,50-59,2.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,60-69,1.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,80-89,1.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,90-99,1.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,0-9,2.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,10-19,4.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,20-29,4.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,30-39,1.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,40-49,2.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,50-59,1.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,60-69,1.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,70-79,1.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,80-89,1.0
Oakton Elementary School,STAR Reading Spanish,ast-graph-3,"STAR Reading Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,90-99,1.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-2,"STAR Early Literacy Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,0-9,2.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-2,"STAR Early Literacy Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,20-29,5.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-2,"STAR Early Literacy Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,30-39,5.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-2,"STAR Early Literacy Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,40-49,1.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-2,"STAR Early Literacy Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,50-59,2.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-2,"STAR Early Literacy Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,60-69,8.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-2,"STAR Early Literacy Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,70-79,5.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-2,"STAR Early Literacy Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,80-89,5.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-2,"STAR Early Literacy Spanish Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,90-99,7.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,0-9,2.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,20-29,2.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,50-59,1.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,60-69,4.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,70-79,3.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,80-89,5.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,90-99,5.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,0-9,1.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,10-19,2.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,20-29,2.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,30-39,3.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,40-49,3.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,50-59,3.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,60-69,1.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,70-79,2.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,80-89,2.0
Oakton Elementary School,STAR Early Literacy Spanish,ast-graph-3,"STAR Early Literacy Spanish Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,90-99,4.0
Oakton Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,0-9,24.0
Oakton Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,10-19,41.0
Oakton Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,20-29,36.0
Oakton Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,30-39,30.0
Oakton Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,40-49,35.0
Oakton Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,50-59,35.0
Oakton Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,60-69,38.0
Oakton Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,70-79,31.0
Oakton Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,80-89,43.0
Oakton Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,90-99,52.0
Oakton Elementary School,i-Ready Math,ast-graph-3,"i-Ready Math — Percent Progress to Annual Typical Growth (counts, 10-pt bins)",,0-9,365.0
Orrington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,0-9,6.0
Orrington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,10-19,3.0
Orrington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,20-29,3.0
Orrington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,30-39,8.0
Orrington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,40-49,4.0
Orrington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,50-59,9.0
Orrington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,60-69,9.0
Orrington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,70-79,22.0
Orrington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,80-89,19.0
Orrington Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,90-99,47.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,0-9,4.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,10-19,12.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,20-29,8.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,30-39,12.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,40-49,14.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,50-59,10.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,60-69,13.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,70-79,13.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,80-89,15.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,90-99,22.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,0-9,7.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,10-19,14.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,20-29,12.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,30-39,13.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,40-49,13.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,50-59,10.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,60-69,9.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,70-79,17.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,80-89,13.0
Orrington Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,90-99,21.0
Orrington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,10-19,1.0
Orrington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,20-29,2.0
Orrington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,30-39,6.0
Orrington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,40-49,5.0
Orrington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,50-59,15.0
Orrington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,60-69,18.0
Orrington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,70-79,19.0
Orrington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,80-89,23.0
Orrington Elementary School,STAR Early Literacy,ast-graph-2,"STAR Early Literacy Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,90-99,27.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,10-19,1.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,20-29,4.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,30-39,7.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,40-49,3.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,50-59,4.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,60-69,7.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,70-79,8.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,80-89,13.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,90-99,24.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,0-9,2.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,10-19,3.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,20-29,5.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,30-39,2.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,40-49,6.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,50-59,7.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,60-69,9.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,70-79,11.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,80-89,14.0
Orrington Elementary School,STAR Early Literacy,ast-graph-3,"STAR Early Literacy Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,90-99,13.0
Orrington Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,0-9,3.0
Orrington Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,10-19,5.0
Orrington Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,20-29,4.0
Orrington Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,30-39,9.0
Orrington Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,40-49,11.0
Orrington Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,50-59,17.0
Orrington Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,60-69,31.0
Orrington Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,70-79,37.0
Orrington Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,80-89,36.0
Orrington Elementary School,i-Ready Math,ast-graph-2,"i-Ready Math — Percentile Distribution (counts, 10-pt bins)",,90-99,94.0
Orrington Elementary School,i-Ready Math,ast-graph-3,"i-Ready Math — Percent Progress to Annual Typical Growth (counts, 10-pt bins)",,0-9,247.0
Walker Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,0-9,6.0
Walker Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,10-19,9.0
Walker Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,20-29,10.0
Walker Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,30-39,11.0
Walker Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,40-49,18.0
Walker Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,50-59,12.0
Walker Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,60-69,13.0
Walker Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,70-79,21.0
Walker Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,80-89,21.0
Walker Elementary School,STAR Reading,ast-graph-2,"STAR Reading Percentile Rank Distribution (Fall SY27) (counts, 10-pt bins)",,90-99,52.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,0-9,8.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,10-19,6.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,20-29,15.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,30-39,15.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,40-49,16.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,50-59,17.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,60-69,12.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,70-79,12.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,80-89,25.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Fall to Fall,90-99,37.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,0-9,11.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,10-19,11.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,20-29,17.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,30-39,12.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,40-49,18.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,50-59,14.0
Walker Elementary School,STAR Reading,ast-graph-3,"STAR Reading Student Growth Percentile(s) (Fall SY27) (counts, 10-pt bins)",Spring to Fall,60-69,14.0
