dataset,scope,page,test_type,chart_id,chart_title,series,category,value
energy,JEH,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2024,278.0
energy,JEH,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2025,284.0
energy,JEH,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2026,143.0
energy,JEH,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2018,558.0
energy,JEH,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2019,499.0
energy,JEH,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2020,381.0
energy,JEH,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2021,443.0
energy,JEH,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2022,474.0
energy,JEH,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2023,360.0
energy,JEH,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2024,362.0
energy,JEH,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2025,354.0
energy,JEH,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2026,217.0
energy,JEH,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2018,146916.33
energy,JEH,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2019,143110.95
energy,JEH,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2020,122899.96
energy,JEH,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2021,138746.17
energy,JEH,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2022,130649.18
energy,JEH,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2023,132053.68
energy,JEH,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2024,143254.09
energy,JEH,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2025,168589.19
energy,JEH,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2026,100343.4
energy,JEH,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2018,142.65
energy,JEH,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2019,144.15
energy,JEH,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2020,113.38
energy,JEH,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2021,112.83
energy,JEH,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2022,135.51
energy,JEH,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2023,112.67
energy,JEH,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2024,115.5
energy,JEH,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2025,116.38
energy,JEH,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2026,62.86
energy,JEH,utility-usage,,cost-savings,Utility SavingsMoney saved by using less energy and water(2026 vs. 2018 usage at today's rates)Jan – Aug 2026 vs. same period 2018,,value,45283.49
energy,King Arts,utility-usage,,global-use,Annual Utility Usage,Electric,2018,2259.0
energy,King Arts,utility-usage,,global-use,Annual Utility Usage,Electric,2019,2179.0
energy,King Arts,utility-usage,,global-use,Annual Utility Usage,Electric,2020,1409.0
energy,King Arts,utility-usage,,global-use,Annual Utility Usage,Electric,2021,2012.0
energy,King Arts,utility-usage,,global-use,Annual Utility Usage,Electric,2022,2014.0
energy,King Arts,utility-usage,,global-use,Annual Utility Usage,Electric,2023,1733.0
energy,King Arts,utility-usage,,global-use,Annual Utility Usage,Electric,2024,1665.0
energy,King Arts,utility-usage,,global-use,Annual Utility Usage,Electric,2025,1715.0
energy,King Arts,utility-usage,,global-use,Annual Utility Usage,Electric,2026,1132.0
energy,King Arts,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2018,5094.0
energy,King Arts,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2019,5190.0
energy,King Arts,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2020,3885.0
energy,King Arts,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2021,4699.0
energy,King Arts,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2022,5619.0
energy,King Arts,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2023,4155.0
energy,King Arts,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2024,4102.0
energy,King Arts,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2025,5243.0
energy,King Arts,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2026,3265.0
energy,King Arts,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2018,272.0
energy,King Arts,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2019,274.0
energy,King Arts,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2020,207.0
energy,King Arts,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2021,251.0
energy,King Arts,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2022,297.0
energy,King Arts,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2023,221.0
energy,King Arts,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2024,218.0
energy,King Arts,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2025,278.0
energy,King Arts,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2026,173.0
energy,King Arts,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2018,348.0
energy,King Arts,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2019,309.0
energy,King Arts,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2020,188.0
energy,King Arts,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2021,278.0
energy,King Arts,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2022,268.0
energy,King Arts,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2023,211.0
energy,King Arts,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2024,203.0
energy,King Arts,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2025,209.0
energy,King Arts,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2026,138.0
energy,King Arts,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2018,91180.78
energy,King Arts,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2019,91965.58
energy,King Arts,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2020,66296.93
energy,King Arts,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2021,77144.42
energy,King Arts,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2022,84389.32
energy,King Arts,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2023,82052.41
energy,King Arts,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2024,89254.51
energy,King Arts,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2025,100752.89
energy,King Arts,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2026,65067.98
energy,King Arts,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2018,73.52
energy,King Arts,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2019,73.67
energy,King Arts,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2020,52.93
energy,King Arts,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2021,67.09
energy,King Arts,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2022,76.31
energy,King Arts,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2023,58.87
energy,King Arts,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2024,57.66
energy,King Arts,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2025,69.57
energy,King Arts,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2026,43.96
energy,King Arts,utility-usage,,cost-savings,Utility SavingsMoney saved by using less energy and water(2026 vs. 2018 usage at today's rates)Jan – Aug 2026 vs. same period 2018,,value,13665.37
energy,Kingsley,utility-usage,,global-use,Annual Utility Usage,Electric,2018,1212.0
energy,Kingsley,utility-usage,,global-use,Annual Utility Usage,Electric,2019,1175.0
energy,Kingsley,utility-usage,,global-use,Annual Utility Usage,Electric,2020,849.0
energy,Kingsley,utility-usage,,global-use,Annual Utility Usage,Electric,2021,1134.0
energy,Kingsley,utility-usage,,global-use,Annual Utility Usage,Electric,2022,1185.0
energy,Kingsley,utility-usage,,global-use,Annual Utility Usage,Electric,2023,1143.0
energy,Kingsley,utility-usage,,global-use,Annual Utility Usage,Electric,2024,996.0
energy,Kingsley,utility-usage,,global-use,Annual Utility Usage,Electric,2025,1060.0
energy,Kingsley,utility-usage,,global-use,Annual Utility Usage,Electric,2026,562.0
energy,Kingsley,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2018,1368.0
energy,Kingsley,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2019,1533.0
energy,Kingsley,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2020,1360.0
energy,Kingsley,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2021,1546.0
energy,Kingsley,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2022,1819.0
energy,Kingsley,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2023,1763.0
energy,Kingsley,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2024,1704.0
energy,Kingsley,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2025,2199.0
energy,Kingsley,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2026,1411.0
energy,Kingsley,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2018,58.0
energy,Kingsley,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2019,81.0
energy,Kingsley,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2020,72.0
energy,Kingsley,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2021,82.0
energy,Kingsley,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2022,96.0
energy,Kingsley,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2023,94.0
energy,Kingsley,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2024,91.0
energy,Kingsley,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2025,117.0
energy,Kingsley,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2026,75.0
energy,Kingsley,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2018,172.0
energy,Kingsley,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2019,168.0
energy,Kingsley,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2020,112.0
energy,Kingsley,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2021,158.0
energy,Kingsley,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2022,159.0
energy,Kingsley,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2023,139.0
energy,Kingsley,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2024,121.0
energy,Kingsley,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2025,129.0
energy,Kingsley,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2026,68.0
energy,Kingsley,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2018,50682.04
energy,Kingsley,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2019,53080.29
energy,Kingsley,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2020,37985.98
energy,Kingsley,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2021,44128.6
energy,Kingsley,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2022,46130.35
energy,Kingsley,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2023,53820.51
energy,Kingsley,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2024,56319.18
energy,Kingsley,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2025,65299.62
energy,Kingsley,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2026,36936.37
energy,Kingsley,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2018,48.28
energy,Kingsley,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2019,50.69
energy,Kingsley,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2020,41.35
energy,Kingsley,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2021,50.16
energy,Kingsley,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2022,56.23
energy,Kingsley,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2023,54.4
energy,Kingsley,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2024,50.52
energy,Kingsley,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2025,61.0
energy,Kingsley,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2026,36.93
energy,Kingsley,utility-usage,,cost-savings,Utility SavingsMoney saved by using less energy and water(2026 vs. 2018 usage at today's rates)Jan – Aug 2026 vs. same period 2018,,value,7143.18
energy,Lincoln,utility-usage,,global-use,Annual Utility Usage,Electric,2018,1380.0
energy,Lincoln,utility-usage,,global-use,Annual Utility Usage,Electric,2019,1519.0
energy,Lincoln,utility-usage,,global-use,Annual Utility Usage,Electric,2020,1185.0
energy,Lincoln,utility-usage,,global-use,Annual Utility Usage,Electric,2021,1401.0
energy,Lincoln,utility-usage,,global-use,Annual Utility Usage,Electric,2022,1439.0
energy,Lincoln,utility-usage,,global-use,Annual Utility Usage,Electric,2023,1189.0
energy,Lincoln,utility-usage,,global-use,Annual Utility Usage,Electric,2024,1087.0
energy,Lincoln,utility-usage,,global-use,Annual Utility Usage,Electric,2025,1061.0
energy,Lincoln,utility-usage,,global-use,Annual Utility Usage,Electric,2026,616.0
energy,Lincoln,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2018,3350.0
energy,Lincoln,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2019,3278.0
energy,Lincoln,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2020,2642.0
energy,Lincoln,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2021,2944.0
energy,Lincoln,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2022,3482.0
energy,Lincoln,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2023,2663.0
energy,Lincoln,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2024,2549.0
energy,Lincoln,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2025,2970.0
energy,Lincoln,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2026,1762.0
energy,Lincoln,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2018,136.0
energy,Lincoln,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2019,173.0
energy,Lincoln,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2020,140.0
energy,Lincoln,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2021,157.0
energy,Lincoln,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2022,184.0
energy,Lincoln,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2023,141.0
energy,Lincoln,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2024,136.0
energy,Lincoln,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2025,157.0
energy,Lincoln,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2026,93.0
energy,Lincoln,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2018,197.0
energy,Lincoln,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2019,217.0
energy,Lincoln,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2020,156.0
energy,Lincoln,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2021,195.0
energy,Lincoln,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2022,193.0
energy,Lincoln,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2023,145.0
energy,Lincoln,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2024,132.0
energy,Lincoln,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2025,129.0
energy,Lincoln,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2026,75.0
energy,Lincoln,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2018,68185.71
energy,Lincoln,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2019,72508.41
energy,Lincoln,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2020,58148.35
energy,Lincoln,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2021,69299.68
energy,Lincoln,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2022,65060.36
energy,Lincoln,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2023,65933.48
energy,Lincoln,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2024,70107.54
energy,Lincoln,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2025,79064.65
energy,Lincoln,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2026,47858.51
energy,Lincoln,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2018,64.41
energy,Lincoln,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2019,65.33
energy,Lincoln,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2020,52.12
energy,Lincoln,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2021,59.16
energy,Lincoln,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2022,67.01
energy,Lincoln,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2023,52.44
energy,Lincoln,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2024,49.51
energy,Lincoln,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2025,54.89
energy,Lincoln,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2026,32.39
energy,Lincoln,utility-usage,,cost-savings,Utility SavingsMoney saved by using less energy and water(2026 vs. 2018 usage at today's rates)Jan – Aug 2026 vs. same period 2018,,value,22311.87
energy,Lincolnwood,utility-usage,,global-use,Annual Utility Usage,Electric,2018,844.0
energy,Lincolnwood,utility-usage,,global-use,Annual Utility Usage,Electric,2019,822.0
energy,Lincolnwood,utility-usage,,global-use,Annual Utility Usage,Electric,2020,574.0
energy,Lincolnwood,utility-usage,,global-use,Annual Utility Usage,Electric,2021,744.0
energy,Lincolnwood,utility-usage,,global-use,Annual Utility Usage,Electric,2022,737.0
energy,Lincolnwood,utility-usage,,global-use,Annual Utility Usage,Electric,2023,634.0
energy,Lincolnwood,utility-usage,,global-use,Annual Utility Usage,Electric,2024,670.0
energy,Lincolnwood,utility-usage,,global-use,Annual Utility Usage,Electric,2025,690.0
energy,Lincolnwood,utility-usage,,global-use,Annual Utility Usage,Electric,2026,411.0
energy,Lincolnwood,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2018,2476.0
energy,Lincolnwood,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2019,2406.0
energy,Lincolnwood,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2020,1963.0
energy,Lincolnwood,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2021,2245.0
energy,Lincolnwood,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2022,2733.0
energy,Lincolnwood,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2023,2122.0
energy,Lincolnwood,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2024,2172.0
energy,Lincolnwood,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2025,2519.0
energy,Lincolnwood,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2026,1545.0
energy,Lincolnwood,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2018,103.0
energy,Lincolnwood,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2019,127.0
energy,Lincolnwood,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2020,104.0
energy,Lincolnwood,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2021,120.0
energy,Lincolnwood,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2022,145.0
energy,Lincolnwood,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2023,113.0
energy,Lincolnwood,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2024,116.0
energy,Lincolnwood,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2025,133.0
energy,Lincolnwood,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2026,82.0
energy,Lincolnwood,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2018,130.0
energy,Lincolnwood,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2019,117.0
energy,Lincolnwood,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2020,77.0
energy,Lincolnwood,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2021,102.0
energy,Lincolnwood,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2022,98.0
energy,Lincolnwood,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2023,77.0
energy,Lincolnwood,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2024,82.0
energy,Lincolnwood,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2025,84.0
energy,Lincolnwood,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2026,50.0
energy,Lincolnwood,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2018,41667.71
energy,Lincolnwood,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2019,42876.02
energy,Lincolnwood,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2020,30280.5
energy,Lincolnwood,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2021,35132.35
energy,Lincolnwood,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2022,41776.57
energy,Lincolnwood,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2023,37192.08
energy,Lincolnwood,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2024,44574.8
energy,Lincolnwood,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2025,50292.73
energy,Lincolnwood,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2026,33819.21
energy,Lincolnwood,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2018,54.39
energy,Lincolnwood,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2019,52.87
energy,Lincolnwood,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2020,41.56
energy,Lincolnwood,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2021,48.95
energy,Lincolnwood,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2022,56.84
energy,Lincolnwood,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2023,45.15
energy,Lincolnwood,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2024,46.57
energy,Lincolnwood,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2025,52.58
energy,Lincolnwood,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2026,32.06
energy,Lincolnwood,utility-usage,,cost-savings,Utility SavingsMoney saved by using less energy and water(2026 vs. 2018 usage at today's rates)Jan – Aug 2026 vs. same period 2018,,value,2365.35
energy,Nichols,utility-usage,,global-use,Annual Utility Usage,Electric,2018,1783.0
energy,Nichols,utility-usage,,global-use,Annual Utility Usage,Electric,2019,1801.0
energy,Nichols,utility-usage,,global-use,Annual Utility Usage,Electric,2020,1308.0
energy,Nichols,utility-usage,,global-use,Annual Utility Usage,Electric,2021,1635.0
energy,Nichols,utility-usage,,global-use,Annual Utility Usage,Electric,2022,1615.0
energy,Nichols,utility-usage,,global-use,Annual Utility Usage,Electric,2023,1437.0
energy,Nichols,utility-usage,,global-use,Annual Utility Usage,Electric,2024,1396.0
energy,Nichols,utility-usage,,global-use,Annual Utility Usage,Electric,2025,1361.0
energy,Nichols,utility-usage,,global-use,Annual Utility Usage,Electric,2026,779.0
energy,Nichols,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2018,3672.0
energy,Nichols,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2019,3667.0
energy,Nichols,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2020,2925.0
energy,Nichols,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2021,3106.0
energy,Nichols,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2022,3586.0
energy,Nichols,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2023,2812.0
energy,Nichols,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2024,2766.0
energy,Nichols,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2025,3297.0
energy,Nichols,utility-usage,,global-use,Annual Utility Usage,Natural Gas,2026,1899.0
energy,Nichols,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2018,155.0
energy,Nichols,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2019,194.0
energy,Nichols,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2020,155.0
energy,Nichols,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2021,166.0
energy,Nichols,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2022,190.0
energy,Nichols,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2023,150.0
energy,Nichols,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2024,147.0
energy,Nichols,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2025,175.0
energy,Nichols,utility-usage,,ghg,Annual Carbon Emissions,Scope 1,2026,101.0
energy,Nichols,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2018,275.0
energy,Nichols,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2019,255.0
energy,Nichols,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2020,174.0
energy,Nichols,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2021,227.0
energy,Nichols,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2022,215.0
energy,Nichols,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2023,175.0
energy,Nichols,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2024,170.0
energy,Nichols,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2025,166.0
energy,Nichols,utility-usage,,ghg,Annual Carbon Emissions,Scope 2,2026,95.0
energy,Nichols,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2018,75466.14
energy,Nichols,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2019,77462.31
energy,Nichols,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2020,57915.09
energy,Nichols,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2021,65003.35
energy,Nichols,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2022,68138.3
energy,Nichols,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2023,68792.38
energy,Nichols,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2024,76675.51
energy,Nichols,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2025,82749.35
energy,Nichols,utility-usage,,cost,"Annual Cost (Electric, Natural Gas, Water)",directCost,2026,47063.47
energy,Nichols,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2018,55.72
energy,Nichols,utility-usage,,eui,Annual Building Energy Use Intensity (EUI),,2019,55.86
